"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"111",111,111,"Letcher, Susan G.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9475-7674","WOS:000440407500022",21,"J","2018",NA
"112",112,112,"Dyer, Lee A.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434776100001",22,"J","2018",NA
"113",113,113,"Hurtado, Paul J.",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-8499-5986","WOS:000434776100001",22,"J","2018",NA
"114",114,114,"Richards, Lora A.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434776100001",22,"J","2018",NA
"115",115,115,"Slinn, Heather L.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434776100001",22,"J","2018",NA
"116",116,116,"Smilanich, Angela M.",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434776100001",22,"J","2018",NA
"117",117,357,"Fernandez Otarola, Mauricio",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000443624700010",23,"J","2018",NA
"118",118,118,"Rodriguez-Herrera, Bernal",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000443624700010",23,"J","2018",NA
"119",119,119,"Rodriguez, Melissa E.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000443624700010",23,"J","2018",NA
"120",120,120,"Chavarria-Pizarro, L.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000442752800029",24,"J","2018",NA
"121",121,121,"Noll, F. B.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000442752800029",24,"J","2018",NA
"122",122,122,"Silva, M.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000442752800029",24,"J","2018",NA
"123",123,123,"Hawkes, Christine V.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434856800028",25,"J","2018",NA
"124",124,124,"Kivlin, Stephanie N.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000434856800028",25,"J","2018",NA
"125",125,125,"Russell, Ann E.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"F-3153-2017","0000-0001-5410-3361","WOS:000434856800028",25,"J","2018",NA
"126",126,126,"Brueckner, Adrian",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"127",127,127,"Burke, Griffin",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"128",128,69,"Kronauer, Daniel J. C.",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"129",129,201,"Maruyama, Munetoshi",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"130",130,130,"von Beeren, Christoph",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"131",131,131,"Wieschollek, Jana",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427726200001",26,"J","2018",NA
"132",132,403,"Esquivel, Alejandro",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425323900029",27,"J","2018",NA
"133",133,969,"Hanson, Paul",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425323900029",27,"J","2018",NA
"134",134,134,"Mora-Pineda, Geovanny",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425323900029",27,"J","2018",NA
"135",135,135,"Morera, Jessica",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425323900029",27,"J","2018",NA
"136",136,103,"Pinto-Tomas, A. A.",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425323900029",27,"J","2018",NA
"137",137,140,"Folt, Brian",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000430257700003",28,"J","2018",NA
"138",138,138,"Rivera, Nelson",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000430257700003",28,"J","2018",NA
"139",139,139,"Donnelly, Maureen A.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000426725900042",29,"J","2018",NA
"140",140,140,"Folt, Brian",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000426725900042",29,"J","2018",NA
"141",141,466,"Guyer, Craig",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000426725900042",29,"J","2018",NA
"142",142,142,"Becknell, Justin M.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"143",143,551,"Blair, James B.",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"144",144,303,"Chazdon, Robin L.",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"145",145,145,"Hancock, Steven",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"146",146,146,"Hofton, Michelle A.",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-1186-2019",NA,"WOS:000425396700008",30,"J","2018",NA
"147",147,73,"Kellner, James R.",7,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"148",148,990,"Porder, Stephen",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000425396700008",30,"J","2018",NA
"149",149,149,"Worthen, Wade B.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000453360000007",31,"J","2018",NA
"150",150,14,"Cross, Matthew D.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427865400001",32,"J","2018",NA
"151",151,15,"Marshall, Wesley E.",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-3106-7342","WOS:000427865400001",32,"J","2018",NA
"152",152,49,"Pacifici, Fabio",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427865400001",32,"J","2018",NA
"153",153,153,"Scambos, Ted",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000427865400001",32,"J","2018",NA
"154",154,154,"Chou, Cleo B.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000417839700013",33,"J","2018",NA
"155",155,155,"Hedin, Lars O.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000417839700013",33,"J","2018",NA
"156",156,1075,"Pacala, Stephen W.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000417839700013",33,"J","2018",NA
"157",157,140,"Folt, Brian",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000423257300010",34,"J","2017",NA
"158",158,158,"Lapinski, Witold",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000423257300010",34,"J","2017",NA
"159",159,159,"Avalos, Gerardo",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"K-6397-2019",NA,"WOS:000422705600001",35,"J","2017",NA
"160",160,160,"Manuel Ley-Lopez, Juan",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000422705600001",35,"J","2017",NA
"161",161,161,"Hall, Steven J.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414241400007",36,"J","2017",NA
"162",162,162,"Raich, James W.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414241400007",36,"J","2017",NA
"163",163,125,"Russell, Ann E.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"F-3153-2017","0000-0001-5410-3361","WOS:000414241400007",36,"J","2017",NA
"164",164,164,"Carvajal-Acosta, A. Nalleli",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
"165",165,165,"Erwin, Terry L.",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
"166",166,501,"Garcia-Robledo, Carlos",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
"167",167,167,"Horvitz, Carol C.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
"168",168,502,"Kress, W. John",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
"169",169,169,"Staines, Charles L.",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000414314100007",37,"J","2017",NA
