"","authorID","AU","AF","groupID","match_name","matchID","similarity","confidence","university","department","postal_code","country","address","RP_address","RI","OI","EM","UT","author_order","refID","PT","PY","PU"
"904",904,"Donnelly, MA","Donnelly, Maureen A.",139,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000246599900030",8,249,"J","2007",NA
"941",941,"Donnelly, MA","Donnelly, Maureen A.",139,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000242724500025",2,261,"J","2006",NA
"137",137,"Folt, B","Folt, Brian",140,"Folt, Brian",140,1,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000430257700003",2,28,"J","2018",NA
"140",140,"Folt, B","Folt, Brian",140,"Folt, Brian",157,1,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000426725900042",1,29,"J","2018",NA
"157",157,"Folt, B","Folt, Brian",140,"Folt, Brian",137,1,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000423257300010",1,34,"J","2017",NA
"458",458,"Folt, B","Folt, Brian",140,"Folt, Brian",137,1,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000322619300010",1,120,"J","2013",NA
"50",50,"Scambos, T","Scambos, Ted",153,"Scambos, Ted A.",153,0.948484848484848,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000473794600017",2,8,"J","2019",NA
"153",153,"Scambos, TA","Scambos, Ted A.",153,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000427865400001",2,32,"J","2018",NA
"898",898,"Raich, JW","Raich, J. W.",162,"Raich, James W.",162,0.927272727272727,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000248103200035",2,248,"J","2007",NA
"162",162,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000414241400007",3,36,"J","2017",NA
"188",188,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000395659200011",1,45,"J","2017",NA
"353",353,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000340721500057",1,93,"J","2014",NA
"579",579,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000306291400064",2,151,"J","2012",NA
"688",688,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000278865200015",2,182,"J","2010",NA
"762",762,"Raich, JW","Raich, James W.",162,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000268548000010",1,203,"J","2009",NA
"1045",1045,"Erwin, TL","Erwin, TL",165,"Erwin, Terry L.",165,0.927272727272727,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000225435900001",1,301,"J","2004",NA
"165",165,"Erwin, TL","Erwin, Terry L.",165,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000414314100007",5,37,"J","2017",NA
"500",500,"Erwin, TL","Erwin, Terry L.",165,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000313429800023",4,132,"J","2013",NA
"1014",1014,"Horvitz, CC","Horvitz, CC",167,"Horvitz, Carol C.",167,0.938461538461538,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000233188400006",2,286,"J","2005",NA
"167",167,"Horvitz, CC","Horvitz, Carol C.",167,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000414314100007",2,37,"J","2017",NA
"625",625,"Horvitz, CC","Horvitz, Carol C.",167,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000293176400009",2,165,"J","2011",NA
"684",684,"Horvitz, CC","Horvitz, Carol C.",167,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000281718500003",2,181,"J","2010",NA
"752",752,"Horvitz, CC","Horvitz, Carol C.",167,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000270274200013",2,198,"J","2009",NA
"783",783,"Horvitz, CC","Horvitz, Carol C.",167,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000265070500002",2,210,"J","2009",NA
"1339",1339,"Staines, CL","Staines, CL",169,"Staines, Charles L.",169,0.92,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000076607100006",1,407,"J","1998",NA
"169",169,"Staines, CL","Staines, Charles L.",169,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000414314100007",6,37,"J","2017",NA
"503",503,"Staines, CL","Staines, Charles L.",169,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000313429800023",3,132,"J","2013",NA
"664",664,"Staines, CL","Staines, Charles L.",169,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000300800800004",1,175,"J","2011",NA
"685",685,"Staines, CL","Staines, Charles L.",169,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000281718500003",3,181,"J","2010",NA
"28",28,"Oberbauer, S","Oberbauer, S.",173,NA,NA,0.891666666666667,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000481443800031",4,5,"J","2019",NA
"84",84,"Oberbauer, S","Oberbauer, S.",173,"Oberbauer, S.",28,0.891666666666667,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000460859100005",9,16,"J","2019",NA
"780",780,"Oberbauer, SF","Oberbauer, S. F.",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000266143400003",2,209,"J","2009",NA
"1079",1079,"Oberbauer, SF","Oberbauer, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000221231600002",2,309,"J","2004",NA
"1164",1164,"Oberbauer, SF","Oberbauer, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000181397100008",2,338,"J","2003",NA
"1190",1190,"Oberbauer, SF","Oberbauer, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000176604900018",4,346,"J","2002",NA
"1199",1199,"Oberbauer, SF","Oberbauer, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000174907100005",3,350,"J","2002",NA
"1386",1386,"Oberbauer, SF","Oberbauer, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1996UL40500004",5,430,"J","1996",NA
"1471",1471,"OBERBAUER, SF","OBERBAUER, SF",173,"Oberbauer, Steven F.",173,0.9375,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1993LK27900006",4,469,"J","1993",NA
"173",173,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000412360300006",3,38,"J","2017",NA
"264",264,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000368938500007",4,67,"J","2015",NA
"449",449,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000321087700011",2,118,"J","2013",NA
"470",470,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000324913100030",3,124,"J","2013",NA
"577",577,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000304828600008",4,150,"J","2012",NA
"727",727,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000274419400020",3,192,"J","2010",NA
"866",866,"Oberbauer, SF","Oberbauer, Steven F.",173,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000254195100003",2,234,"J","2008",NA
"129",129,"Maruyama, M","Maruyama, Munetoshi",201,"Maruyama, Munetoshi",201,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000427726200001",3,26,"J","2018",NA
"201",201,"Maruyama, M","Maruyama, Munetoshi",201,"Maruyama, Munetoshi",244,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000387724300028",2,51,"J","2016",NA
"244",244,"Maruyama, M","Maruyama, Munetoshi",201,"Maruyama, Munetoshi",129,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000370653700012",2,62,"J","2016",NA
"1490",1490,"MARQUIS, RJ","MARQUIS, RJ",204,"Marquis, Robert J.",204,0.928571428571429,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1992HC84200012",1,482,"J","1992",NA
"204",204,"Marquis, RJ","Marquis, Robert J.",204,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000387228200027",3,52,"J","2016",NA
"207",207,"Marquis, RJ","Marquis, Robert J.",204,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000380282100021",3,53,"J","2016",NA
"428",428,"Marquis, RJ","Marquis, Robert J.",204,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000326712100008",3,112,"J","2013",NA
"391",391,"Saenz, J","Saenz, Joel",232,"Saenz, Joel C.",232,0.943636363636364,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000349242600008",4,102,"J","2014",NA
"232",232,"Saenz, JC","Saenz, Joel C.",232,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000373952000008",5,59,"J","2016",NA
"349",349,"Saenz, JC","Saenz, Joel C.",232,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000337972400020",6,92,"J","2014",NA
"507",507,"Saenz, JC","Saenz, Joel C.",232,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000338643800007",4,133,"J","2013",NA
"564",564,"Snyder, M","Snyder, Marcia",242,"Snyder, Marcia N.",242,0.956043956043956,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000307763700009",7,147,"J","2012",NA
"242",242,"Snyder, MN","Snyder, Marcia N.",242,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000370993800007",1,61,"J","2016",NA
"510",510,"Snyder, MN","Snyder, Marcia N.",242,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000314991300008",1,134,"J","2013",NA
"24",24,"Dierick, D","Dierick, D.",262,"Dierick, Diego",262,0.942857142857143,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000481443800031",2,5,"J","2019",NA
"80",80,"Dierick, D","Dierick, D.",262,"Dierick, Diego",262,0.942857142857143,2,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000460859100005",2,16,"J","2019",NA
"262",262,"Dierick, D","Dierick, Diego",262,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000368938500007",3,67,"J","2015",NA
"1359",1359,"Genereux, D","Genereux, D",263,"Genereux, David P.",263,0.892207792207792,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1997YF31000006",1,417,"J","1997",NA
"987",987,"Genereux, DP","Genereux, DP",263,"Genereux, David P.",263,0.942857142857143,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000236636900009",1,277,"J","2006",NA
"1212",1212,"Genereux, DP","Genereux, DP",263,"Genereux, David P.",263,0.942857142857143,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000173810800011",1,354,"J","2002",NA
"263",263,"Genereux, DP","Genereux, David P.",263,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000368938500007",2,67,"J","2015",NA
"311",311,"Genereux, DP","Genereux, David P.",263,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000349995000021",5,81,"J","2015",NA
"759",759,"Genereux, DP","Genereux, David P.",263,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000269036900005",1,202,"J","2009",NA
"1090",1090,"Carson, WP","Carson, WP",266,"Carson, Walter P.",266,0.923076923076923,3,NA,NA,NA,NA,"Could not be extracted",NA,"A-2569-2013",NA,NA,"WOS:000220456000002",3,313,"J","2004",NA
"266",266,"Carson, WP","Carson, Walter P.",266,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000363809800012",2,68,"J","2015",NA
"413",413,"Carson, WP","Carson, Walter P.",266,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000337762100001",3,107,"J","2014",NA
"481",481,"Carson, WP","Carson, Walter P.",266,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000318314900007",5,127,"J","2013",NA
"997",997,"Sherry, TW","Sherry, TW",268,"Sherry, Thomas W.",268,0.923076923076923,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000235367100012",2,281,"J","2006",NA
"268",268,"Sherry, TW","Sherry, Thomas W.",268,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000363809800012",3,68,"J","2015",NA
"280",280,"Sherry, TW","Sherry, Thomas W.",268,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000357225600003",2,73,"J","2015",NA
"415",415,"Sherry, TW","Sherry, Thomas W.",268,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000337762100001",2,107,"J","2014",NA
"723",723,"Sherry, TW","Sherry, Thomas W.",268,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000274761000008",3,191,"J","2010",NA
"834",834,"Sherry, TW","Sherry, Thomas W.",268,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000258581100013",2,223,"J","2008",NA
"1408",1408,"LOISELLE, BA","LOISELLE, BA",277,"Loiselle, Bette A.",277,0.942857142857143,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1995TF10800010",1,440,"J","1995",NA
"1466",1466,"LOISELLE, BA","LOISELLE, BA",277,"Loiselle, Bette A.",277,0.942857142857143,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1993LV24200014",3,467,"J","1993",NA
"1509",1509,"LOISELLE, BA","LOISELLE, BA",277,"Loiselle, Bette A.",277,0.942857142857143,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1991EY49000014",2,494,"J","1991",NA
"277",277,"Loiselle, BA","Loiselle, Bette A.",277,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-7106-2016","0000-0003-1434-4173",NA,"WOS:000360845100007",2,71,"J","2015",NA
"1252",1252,"Loiselle, BA","Loiselle, BA",277,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-7106-2016","0000-0003-1434-4173",NA,"WOS:000169466700003",2,368,"J","2001",NA
"1333",1333,"Loiselle, BA","Loiselle, BA",277,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-7106-2016","0000-0003-1434-4173",NA,"WOS:000078045600026",1,403,"J","1999",NA
"1401",1401,"Loiselle, BA","Loiselle, BA",277,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-7106-2016","0000-0003-1434-4173",NA,"WOS:A1995TL47600011",1,438,"J","1995",NA
"998",998,"Sigel, BJ","Sigel, BJ",279,"Sigel, Bryan J.",279,0.927272727272727,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000235367100012",1,281,"J","2006",NA
"279",279,"Sigel, BJ","Sigel, Bryan J.",279,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0003-2345-9028",NA,"WOS:000357225600002",2,72,"J","2015",NA
"724",724,"Sigel, BJ","Sigel, Bryan J.",279,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0003-2345-9028",NA,"WOS:000274761000008",1,191,"J","2010",NA
"835",835,"Sigel, BJ","Sigel, Bryan J.",279,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0003-2345-9028",NA,"WOS:000258581100013",3,223,"J","2008",NA
"1288",1288,"Coville, RE","Coville, RE",283,"Coville, Rollin E.",283,0.928571428571429,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000085456100004",1,386,"J","2000",NA
"283",283,"Coville, RE","Coville, Rollin E.",283,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000362307300004",1,74,"J","2015",NA
"678",678,"Coville, RE","Coville, Rollin E.",283,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000283382700001",2,179,"J","2010",NA
"223",223,"Palace, M","Palace, Michael",293,"Palace, Michael W.",293,0.959047619047619,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000375211700047",1,57,"J","2016",NA
"293",293,"Palace, MW","Palace, Michael W.",293,"Palace, Michael",329,0.959047619047619,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000351654500001",1,76,"J","2015",NA
"329",329,"Palace, M","Palace, Michael",293,"Palace, Michael",223,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000345201900031",2,86,"J","2014",NA
"1474",1474,"CHAZDON, RL","CHAZDON, RL",303,"Chazdon, Robin L.",144,0.938461538461538,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:A1993LP12500004",2,470,"J","1993",NA
"144",144,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000425396700008",4,30,"J","2018",NA
"190",190,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000399435200004",2,46,"J","2017",NA
"212",212,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000379603900013",5,55,"J","2016",NA
"303",303,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000350556400016",2,79,"J","2015",NA
"608",608,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000295501400009",3,161,"J","2011",NA
"650",650,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000291535500012",3,170,"J","2011",NA
"708",708,"Chazdon, RL","Chazdon, R. L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000276545600001",7,188,"J","2010",NA
"771",771,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000265450700015",2,206,"J","2009",NA
"804",804,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000263318700014",4,216,"J","2009",NA
"880",880,"Chazdon, RL","Chazdon, Robin L.",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000251965200012",2,239,"J","2007",NA
"1024",1024,"Chazdon, RL","Chazdon, RL",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000229355500011",2,289,"J","2005",NA
"1201",1201,"Chazdon, RL","Chazdon, RL",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000175509700001",2,351,"J","2002",NA
"1216",1216,"Chazdon, RL","Chazdon, RL",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000173230400014",7,355,"J","2002",NA
"1342",1342,"Chazdon, RL","Chazdon, RL",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:000074462000007",2,409,"J","1998",NA
"1380",1380,"Chazdon, RL","Chazdon, RL",303,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,"O-9766-2018","0000-0002-7349-5687",NA,"WOS:A1996VW92400003",2,428,"J","1996",NA
"1000",1000,"Cardelus, C","Cardelus, C",305,"Cardelus, Catherine L.",305,0.863636363636364,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000234586100007",2,282,"J","2006",NA
"1023",1023,"Cardelus, CL","Cardelus, CL",305,"Cardelus, Catherine L.",305,0.911111111111111,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000229355500011",1,289,"J","2005",NA
"765",765,"Cardelus, C","Cardelus, Catherine",305,"Cardelus, Catherine L.",305,0.967836257309941,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000274419000003",2,204,"J","2009",NA
"305",305,"Cardelus, CL","Cardelus, Catherine L.",305,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000350549000013",2,80,"J","2015",NA
"697",697,"Cardelus, CL","Cardelus, Catherine L.",305,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000277289400005",1,185,"J","2010",NA
"720",720,"Cardelus, CL","Cardelus, Catherine L.",305,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000274211800003",1,190,"J","2010",NA
"891",891,"Cardelus, CL","Cardelus, Catherine L.",305,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000249150200003",3,245,"J","2007",NA
"910",910,"Cardelus, CL","Cardelus, Catherine L.",305,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000244098300003",1,250,"J","2007",NA
"231",231,"de la Cruz, JC","Camilo de la Cruz, Juan",347,"Camilo de la Cruz, Juan",347,1,5,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000373952000008",4,59,"J","2016",NA
"347",347,"de la Cruz, JC","Camilo de la Cruz, Juan",347,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000337972400020",3,92,"J","2014",NA
"233",233,"Spinola, RM","Manuel Spinola, R.",350,"Manuel Spinola, R.",350,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000373952000008",3,59,"J","2016",NA
"350",350,"Spinola, RM","Manuel Spinola, R.",350,"Manuel Spinola, R.",392,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000337972400020",4,92,"J","2014",NA
"392",392,"Spinola, RM","Manuel Spinola, R.",350,"Manuel Spinola, R.",233,1,3,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000349242600008",2,102,"J","2014",NA
"88",88,"Schwendenmann, L","Schwendenmann, L.",354,"Schwendenmann, Luitgard",354,0.939130434782609,4,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000460859100005",13,16,"J","2019",NA
"963",963,"Schwendenmann, L","Schwendenmann, Luitgard",354,"Schwendenmann, L.",88,1,5,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000240561000006",1,266,"J","2006",NA
"354",354,"Schwendenmann, L","Schwendenmann, Luitgard",354,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0002-2290-3003",NA,"WOS:000340721500057",3,93,"J","2014",NA
"486",486,"Schwendenmann, L","Schwendenmann, L.",354,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0002-2290-3003",NA,"WOS:000318325000009",2,128,"J","2013",NA
"928",928,"Schwendenmann, L","Schwendenmann, Luitgard",354,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0002-2290-3003",NA,"WOS:000244795300001",2,255,"J","2007",NA
"1025",1025,"Schwendenmann, L","Schwendenmann, L",354,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0002-2290-3003",NA,"WOS:000230804500001",1,290,"J","2005",NA
"1144",1144,"Schwendenmann, L","Schwendenmann, L",354,NA,NA,NA,NA,NA,NA,NA,NA,"Could not be extracted",NA,NA,"0000-0002-2290-3003",NA,"WOS:000184413200006",1,331,"J","2003",NA
"117",117,"Otarola, MF","Fernandez Otarola, Mauricio",357,"Fernandez Otarola, Mauricio",357,1,5,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000443624700010",3,23,"J","2018",NA
"357",357,"Otarola, MF","Fernandez Otarola, Mauricio",357,"Fernandez Otarola, Mauricio",445,1,5,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000340453400012",1,94,"J","2014",NA
"445",445,"Otarola, MF","Fernandez Otarola, Mauricio",357,"Fernandez Otarola, Mauricio",117,1,5,NA,NA,NA,NA,"Could not be extracted",NA,NA,NA,NA,"WOS:000324509200032",2,117,"J","2013",NA
