"","authorID","university","postal_code","country","lat","lon","groupID","author_order","address","department","RP_address","RI","OI","UT","refID"
"1217",1217,"univ bern",NA,"switzerland",46.94809,7.44744,1217,32,"Univ Bern, Inst Plant Sci, Bern, Switzerland.",NA,NA,"C-6411-2008","0000-0002-5589-5900","WOS:000453562900016",128
"1218",1218,"ufz helmholtz ctr environm res",NA,"germany",51.9541,11.91432,2743,18,"UFZ Helmholtz Ctr Environm Res, Dept Soil Ecol, Halle, Saale, Germany.","dept soil ecol",NA,NA,NA,"WOS:000453562900016",128
"1219",1219,"swiss fed res inst wsl",NA,"switzerland",47.35515,8.44256,1219,5,"Swiss Fed Res Inst WSL, Forest Entomol, Birmensdorf, Switzerland.","swiss fed res inst wsl",NA,NA,NA,"WOS:000453562900016",128
"1220",1220,"univ ulm",NA,"germany",48.39841,9.99155,8355,19,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Ulm, Germany.",NA,NA,NA,NA,"WOS:000453562900016",128
"1221",1221,"senckenberg biodivers & climate res ctr sbik f",NA,"germany",50.11035,8.67185,1221,10,"Senckenberg Biodivers & Climate Res Ctr SBiK F, Frankfurt, Germany.",NA,NA,"I-6523-2012","0000-0002-7940-2023","WOS:000453562900016",128
"1222",1222,"harvard univ",NA,"usa",42.459632,-72.182962,1222,11,"Harvard Univ, Harvard Forest, Petersham, MA USA.",NA,NA,NA,NA,"WOS:000453562900016",128
"1223",1223,"univ potsdam",NA,"germany",52.39886,13.06566,2750,20,"Univ Potsdam, Inst Biochem & Biol, Potsdam, Germany.",NA,NA,NA,NA,"WOS:000453562900016",128
"1224",1224,"julius maximilians univ wurzburg",NA,"germany",49.78778,9.93611,2750,21,"Julius Maximilians Univ Wurzburg, Field Stn Fabr Schleichach, Dept Anim Ecol & Trop Biol Zool 3, Rauhenebrach, Germany.","field stn fabr schleichach",NA,NA,NA,"WOS:000453562900016",128
"1225",1225,"univ gottingen",NA,"germany",51.53933,9.93406,1225,22,"Univ Gottingen, Forest Bot & Tree Physiol, Gottingen, Germany.",NA,NA,NA,NA,"WOS:000453562900016",128
"1226",1226,"univ bern",NA,"switzerland",46.94809,7.44744,1226,1,"Univ Bern, Inst Plant Sci, Bern, Switzerland.",NA,"univ bern, inst plant sci, bern, switzerland.","F-9223-2017","0000-0002-8170-6659","WOS:000453562900016",128
"1227",1227,"univ gottingen",NA,"germany",51.53933,9.93406,1227,23,"Univ Gottingen, Forest Bot & Tree Physiol, Gottingen, Germany.",NA,NA,NA,NA,"WOS:000453562900016",128
"1228",1228,"univ bern",NA,"switzerland",46.94809,7.44744,2752,13,"Univ Bern, Inst Plant Sci, Bern, Switzerland.",NA,NA,NA,NA,"WOS:000453562900016",128
"1229",1229,"univ nat resources & life sci",NA,"austria",48.20849,16.37208,1229,24,"Univ Nat Resources & Life Sci, Inst Zool, DIB, Vienna, Austria.","inst zool",NA,NA,"0000-0002-6893-4219","WOS:000453562900016",128
"1230",1230,"humboldt univ",NA,"germany",52.5233,13.41377,1230,25,"Humboldt Univ, Inst Biol, Ecol Grp, Berlin, Germany.","inst biol",NA,NA,NA,"WOS:000453562900016",128
"1231",1231,"univ gottingen",NA,"germany",51.53933,9.93406,1231,8,"Univ Gottingen, Silviculture & Forest Ecol Temperate Zones, Gottingen, Germany.",NA,NA,"Q-5962-2019","0000-0003-4808-818X","WOS:000453562900016",128
"1232",1232,"max planck inst biogeochem",NA,"germany",50.92878,11.5899,1232,26,"Max Planck Inst Biogeochem, Jena, Germany.","max planck inst biogeochem",NA,"D-3341-2009","0000-0002-9830-5026","WOS:000453562900016",128
"1233",1233,"max planck inst biogeochem",NA,"germany",50.92878,11.5899,5575,27,"Max Planck Inst Biogeochem, Jena, Germany.","max planck inst biogeochem",NA,NA,NA,"WOS:000453562900016",128
"1234",1234,"tech univ munich",NA,"germany",48.39294,11.73758,1234,6,"Tech Univ Munich, Dept Ecol & Ecosyst Management, Chair Terr Ecol, Freising Weihenstephan, Germany.","dept ecol & ecosyst management",NA,NA,NA,"WOS:000453562900016",128
"1235",1235,"tech univ munich",NA,"germany",48.39294,11.73758,1235,7,"Tech Univ Munich, Dept Ecol & Ecosyst Management, Chair Terr Ecol, Freising Weihenstephan, Germany.","dept ecol & ecosyst management",NA,"H-4227-2019","0000-0002-2718-7050","WOS:000453562900016",128
"1236",1236,"univ alicante",NA,"spain",38.34517,-0.48149,1236,3,"Univ Alicante, Dept Ecol, Alicante, Spain.",NA,NA,NA,NA,"WOS:000453562900016",128
"1237",1237,"max planck inst biogeochem",NA,"germany",50.92878,11.5899,5576,28,"Max Planck Inst Biogeochem, Jena, Germany.","max planck inst biogeochem",NA,NA,NA,"WOS:000453562900016",128
"1238",1238,"univ ulm",NA,"germany",48.39841,9.99155,785,29,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Ulm, Germany.",NA,NA,NA,NA,"WOS:000453562900016",128
"1239",1239,"univ leipzig",NA,"germany",51.33962,12.37129,1239,9,"Univ Leipzig, Inst Biol, Systemat Bot & Funct Biodivers, Leipzig, Germany.","inst biol",NA,NA,NA,"WOS:000453562900016",128
"1240",1240,"tech univ munich",NA,"germany",48.39294,11.73758,1240,30,"Tech Univ Munich, Dept Ecol & Ecosyst Management, Chair Terr Ecol, Freising Weihenstephan, Germany.","dept ecol & ecosyst management",NA,"B-9718-2014","0000-0002-2757-8959","WOS:000453562900016",128
"1241",1241,"ufz helmholtz ctr environm res",NA,"germany",51.9541,11.91432,1241,31,"UFZ Helmholtz Ctr Environm Res, Dept Soil Ecol, Halle, Saale, Germany.","dept soil ecol",NA,"C-6241-2012","0000-0001-8572-4486","WOS:000453562900016",128
"1242",1242,"natl pk serv",NA,"usa",44.145868,-103.206866,1242,8,"Natl Pk Serv, Northern Great Plains Inventory & Monitoring Netw, Rapid City, SD USA.",NA,NA,NA,NA,"WOS:000453767000013",129
"1243",1243,"aarhus univ",NA,"denmark",56,10,1243,5,"Aarhus Univ, Dept Biosci, Ecoinformat & Biodivers, Aarhus, Denmark.","dept biosci",NA,"H-2211-2016","0000-0003-2174-7800","WOS:000453767000013",129
"1244",1244,"univ insubria",NA,"italy",7.76694,-72.225,1244,9,"Univ Insubria, Dept Sci & High Technol, Como, Italy.",NA,NA,"W-8651-2019","0000-0002-3390-3965","WOS:000453767000013",129
"1245",1245,"wsl inst snow & avalanche res",NA,"switzerland",46.80429,9.83723,1245,10,"WSL Inst Snow & Avalanche Res, Davos, Switzerland.","wsl inst snow & avalanche res",NA,NA,NA,"WOS:000453767000013",129
"1246",1246,"govt northwest terr",NA,"canada",62.456,-114.35255,3315,11,"Govt Northwest Terr, Environm & Nat Resources, Yellowknife, NT, Canada.","environm & nat resources",NA,NA,NA,"WOS:000453767000013",129
"1247",1247,"uit arctic univ norway",NA,"norway",62,10,1247,12,"UiT Arctic Univ Norway, Inst Arctic & Marine Biol, Tromso, Norway.",NA,NA,NA,NA,"WOS:000453767000013",129
"1248",1248,"univ copenhagen",NA,"denmark",55.67594,12.56553,1248,13,"Univ Copenhagen, Ctr Permafrost, Dept Geosci & Nat Resource Management, Copenhagen, Denmark.","ctr permafrost",NA,"M-4000-2014","0000-0002-6023-885X","WOS:000453767000013",129
"1249",1249,"univ colorado","80309","usa",40.049468,-105.201421,1249,7,"Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA.","inst arctic & alpine res",NA,NA,NA,"WOS:000453767000013",129
"1250",1250,"faroese museum nat hist",NA,"denmark",56,10,1250,14,"Faroese Museum Nat Hist, Hoyvik, Faroe Islands, Denmark.",NA,NA,NA,NA,"WOS:000453767000013",129
"1251",1251,"univ british columbia",NA,"canada",49.24966,-123.11934,1251,15,"Univ British Columbia, Dept Geog, Vancouver, BC, Canada.","dept geog",NA,NA,NA,"WOS:000453767000013",129
"1252",1252,"grand valley state univ","49401","usa",42.979522,-85.93927,1252,16,"Grand Valley State Univ, Biol Dept, Allendale, MI 49401 USA.","biol dept",NA,NA,NA,"WOS:000453767000013",129
"1253",1253,"aarhus univ",NA,"denmark",56.15674,10.21076,1253,4,"Aarhus Univ, Dept Biosci, Aarhus, Denmark.",NA,NA,"A-7701-2008","0000-0001-5387-3284","WOS:000453767000013",129
"1254",1254,"univ iceland",NA,"iceland",65,-18,1254,17,"Univ Iceland, Inst Life & Environm Sci, Reykjavik, Iceland.",NA,NA,NA,"0000-0003-3804-7077","WOS:000453767000013",129
"1255",1255,"norwegian univ life sci",NA,"norway",7.76694,-72.225,1897,18,"Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, As, Norway.",NA,NA,NA,NA,"WOS:000453767000013",129
"1256",1256,"univ british columbia",NA,"canada",49.24966,-123.11934,1256,19,"Univ British Columbia, Dept Bot, Vancouver, BC, Canada.","dept bot",NA,NA,NA,"WOS:000453767000013",129
"1257",1257,"univ quebec trois rivieres",NA,"canada",60.10867,-113.64258,1909,20,"Univ Quebec Trois Rivieres, Trois Rivieres, PQ, Canada.",NA,NA,NA,NA,"WOS:000453767000013",129
"1258",1258,"no arizona univ",NA,"usa",35.287661,-111.639303,3326,21,"No Arizona Univ, Ctr Ecosyst Sci & Soc, Flagstaff, AZ USA.",NA,NA,NA,NA,"WOS:000453767000013",129
"1259",1259,"univ gothenburg",NA,"sweden",57.70716,11.96679,3327,22,"Univ Gothenburg, Dept Biol & Environm Sci, Gothenburg, Sweden.",NA,NA,NA,NA,"WOS:000453767000013",129
"1260",1260,"univ edinburgh",NA,"scotland",55.9483399,-3.1932723,1260,6,"Univ Edinburgh, Edinburgh, Midlothian, Scotland.",NA,NA,"D-1529-2013","0000-0002-8417-6112","WOS:000453767000013",129
"1261",1261,"woods hole res ctr",NA,"usa",41.57419,-70.628285,1261,23,"Woods Hole Res Ctr, Falmouth, MA USA.",NA,NA,NA,NA,"WOS:000453767000013",129
"1262",1262,"florida int univ","33199","usa",25.728662,-80.239996,1262,24,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","dept biol sci",NA,NA,NA,"WOS:000453767000013",129
"1263",1263,"dalhousie univ",NA,"canada",44.64533,-63.57239,1263,25,"Dalhousie Univ, Dept Biol, Halifax, NS, Canada.","dept biol",NA,NA,NA,"WOS:000453767000013",129
"1264",1264,"univ calif davis","95616","usa",38.55413,-121.798469,1958,26,"Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis, CA 95616 USA.","dept wildlife fish & conservat biol",NA,NA,NA,"WOS:000453767000013",129
"1265",1265,"us forest serv","98512","usa",46.984767,-122.869079,3333,1,"US Forest Serv, US Dept Agr, Pacific Northwest Res Stn, Olympia, WA 98512 USA.","pacific northwest res stn","wsl inst snow & avalanche res, davos, switzerland.","O-1537-2014","0000-0003-2879-6453","WOS:000453767000013",129
"1266",1266,"wsl inst snow & avalanche res",NA,"switzerland",46.80429,9.83723,3334,2,"WSL Inst Snow & Avalanche Res, Davos, Switzerland.","wsl inst snow & avalanche res",NA,NA,NA,"WOS:000453767000013",129
"1267",1267,"german ctr integrat biodivers res halle jena leip",NA,"germany",51.33962,12.37129,958,3,"German Ctr Integrat Biodivers Res Halle Jena Leip, Leipzig, Germany.",NA,NA,"Q-6418-2019","0000-0003-2371-4172","WOS:000453767000013",129
"1268",1268,"german ctr integrat biodivers res halle jena leip",NA,"germany",51.33962,12.37129,958,3,"German Ctr Integrat Biodivers Res Halle Jena Leip, Leipzig, Germany.",NA,NA,"Q-6418-2019","0000-0003-2371-4172","WOS:000453767000013",129
"1269",1269,"german ctr integrat biodivers res halle jena leip",NA,"germany",51.33962,12.37129,958,3,"German Ctr Integrat Biodivers Res Halle Jena Leip, Leipzig, Germany.",NA,NA,"J-6393-2015","0000-0003-2371-4172","WOS:000453767000013",129
"1270",1270,"german ctr integrat biodivers res halle jena leip",NA,"germany",51.33962,12.37129,958,3,"German Ctr Integrat Biodivers Res Halle Jena Leip, Leipzig, Germany.",NA,NA,"J-6393-2015","0000-0003-2371-4172","WOS:000453767000013",129
"1271",1271,"univ vienna",NA,"austria",48.20849,16.37208,1271,27,"Univ Vienna, Dept Bot & Biodivers Res, Vienna, Austria.",NA,NA,NA,"0000-0001-5909-9568","WOS:000453767000013",129
"1272",1272,"aarhus univ",NA,"denmark",56.15674,10.21076,1272,28,"Aarhus Univ, Dept Biosci, Aarhus, Denmark.",NA,NA,"G-3843-2011","0000-0002-4166-6218","WOS:000453767000013",129
"1273",1273,"no arizona univ",NA,"usa",35.287661,-111.639303,3341,29,"No Arizona Univ, Ctr Ecosyst Sci & Soc, Flagstaff, AZ USA.",NA,NA,NA,NA,"WOS:000453767000013",129
"1274",1274,"uit arctic univ norway",NA,"norway",62,10,1274,30,"UiT Arctic Univ Norway, Inst Arctic & Marine Biol, Tromso, Norway.",NA,NA,NA,NA,"WOS:000453767000013",129
"1275",1275,"univ colorado","80309","usa",40.049468,-105.201421,1275,31,"Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA.","inst arctic & alpine res",NA,NA,NA,"WOS:000453767000013",129
"1276",1276,"univ colorado","80309","usa",40.049468,-105.201421,1276,32,"Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA.","inst arctic & alpine res",NA,NA,NA,"WOS:000453767000013",129
"1277",1277,"univ bergen",NA,"norway",60.39299,5.32415,2027,33,"Univ Bergen, Dept Biol Sci, Bergen, Norway.",NA,NA,NA,NA,"WOS:000453767000013",129
"1278",1278,"florida int univ","33199","usa",25.728662,-80.239996,7648,34,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","dept biol sci",NA,NA,NA,"WOS:000453767000013",129
"1279",1279,"deakin univ",NA,"australia",-25,135,1279,35,"Deakin Univ, Ctr Integrat Ecol, Sch Life & Environm Sci, Victoria, Australia.","ctr integrat ecol",NA,NA,"0000-0002-7433-0120","WOS:000453767000013",129
"1280",1280,"la trobe univ",NA,"australia",-37,145,1280,36,"La Trobe Univ, Res Ctr Appl Alpine Ecol, Victoria, Australia.",NA,NA,NA,NA,"WOS:000453767000013",129
"1281",1281,"uarctic",NA,"finland",65.01236,25.46816,1281,37,"UArctic, Oulu, Finland.",NA,NA,NA,NA,"WOS:000453767000013",129
"1282",1282,"wsl inst snow & avalanche res",NA,"switzerland",46.80429,9.83723,1282,38,"WSL Inst Snow & Avalanche Res, Davos, Switzerland.","wsl inst snow & avalanche res",NA,"A-5075-2010","0000-0002-3492-1399","WOS:000453767000013",129
"1283",1283,"open univ",NA,"england",52.0429797,-0.7589607,1283,2,"Open Univ, Sch Environm Earth & Ecosyst Sci, Milton Keynes, Bucks, England.","sch environm earth & ecosyst sci",NA,NA,"0000-0002-2452-7291","WOS:000453370700030",130
"1284",1284,"univ lancaster",NA,"england",53.83333,-2.5,873,3,"Univ Lancaster, Lancaster Environm Ctr, Lancaster, England.",NA,"univ lancaster, lancaster environm ctr, lancaster, england.",NA,"0000-0002-3322-4487","WOS:000453370700030",130
"1285",1285,"open univ",NA,"england",52.0429797,-0.7589607,1285,1,"Open Univ, Sch Environm Earth & Ecosyst Sci, Milton Keynes, Bucks, England.","sch environm earth & ecosyst sci",NA,NA,NA,"WOS:000453370700030",130
"1286",1286,"dartmouth coll","03755","usa",43.70701,-72.27741,1286,3,"Dartmouth Coll, Dept Biol Sci, Hanover, NH 03755 USA.","dept biol sci",NA,NA,NA,"WOS:000467250600001",131
"1287",1287,"dartmouth coll","03755","usa",43.70701,-72.27741,1287,2,"Dartmouth Coll, Dept Biol Sci, Hanover, NH 03755 USA.","dept biol sci",NA,NA,NA,"WOS:000467250600001",131
"1288",1288,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,128,4,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000467250600001",131
"1289",1289,"dartmouth coll","03755","usa",43.70701,-72.27741,1289,1,"Dartmouth Coll, Dept Biol Sci, Hanover, NH 03755 USA.","dept biol sci","cornell lab ornithol, bioacoust res program, ithaca, ny 14850 usa.",NA,"0000-0001-6650-3813","WOS:000467250600001",131
"1290",1290,"dartmouth coll","03755","usa",43.70701,-72.27741,1290,5,"Dartmouth Coll, Dept Biol Sci, Hanover, NH 03755 USA.","dept biol sci",NA,NA,NA,"WOS:000467250600001",131
"1291",1291,"univ calif san diego","92037","usa",32.856347,-117.250058,1291,4,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92037 USA.","scripps inst oceanog",NA,NA,NA,"WOS:000451591600012",132
"1292",1292,"univ calif santa barbara","93106","usa",34.421897,-119.707135,1292,1,"Univ Calif Santa Barbara, Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA.","ecol evolut & marine biol",NA,NA,NA,"WOS:000451591600012",132
"1293",1293,"smithsonian trop res inst",NA,"panama",8.9936,-79.51973,1293,3,"Smithsonian Trop Res Inst, Panama City, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000451591600012",132
"1294",1294,"univ maryland","20742","usa",38.982119,-76.937851,1294,7,"Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","dept biol",NA,NA,NA,"WOS:000451591600012",132
"1295",1295,"univ maryland","20742","usa",38.982119,-76.937851,918,5,"Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","dept biol",NA,NA,NA,"WOS:000451591600012",132
"1296",1296,"san diego zoo","92027","usa",32.724103,-117.170912,1296,2,"San Diego Zoo, Inst Conservat Res, San Diego, CA 92027 USA.","inst conservat res","san diego zoo, inst conservat res, san diego, ca 92027 usa.",NA,NA,"WOS:000451591600012",132
"1297",1297,"cornell univ",NA,"usa",42.402794,-76.483999,936,6,"Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY USA.",NA,NA,NA,NA,"WOS:000451591600012",132
"1298",1298,"utah state univ","84322","usa",41.717722,-111.836493,1298,2,"Utah State Univ, Dept Biol, 5305 Old Main Hill, Logan, UT 84322 USA.","5305 old main hill",NA,"E-5554-2011","0000-0001-5822-0610","WOS:000451913200017",133
"1299",1299,"yale univ","06511","usa",41.365709,-72.927507,5055,8,"Yale Univ, Sch Forestry & Environm Studies, 195 Prospect St, New Haven, CT 06511 USA.","195 prospect st",NA,NA,NA,"WOS:000451913200017",133
"1300",1300,"yale univ","06511","usa",41.365709,-72.927507,2528,1,"Yale Univ, Sch Forestry & Environm Studies, 195 Prospect St, New Haven, CT 06511 USA.","195 prospect st","yale univ, sch forestry & environm studies, 195 prospect st, new haven, ct 06511 usa.",NA,NA,"WOS:000451913200017",133
"1301",1301,"yale univ","06511","usa",41.365709,-72.927507,1301,7,"Yale Univ, Sch Forestry & Environm Studies, 195 Prospect St, New Haven, CT 06511 USA.","195 prospect st",NA,NA,NA,"WOS:000451913200017",133
"1302",1302,"carnegie museum nat hist","15677","usa",40.143126,-79.23731,1302,6,"Carnegie Museum Nat Hist, Powdermill Nat Reserve, 1847 Route 381, Rector, PA 15677 USA.","1847 route 381",NA,NA,NA,"WOS:000451913200017",133
"1303",1303,"carnegie museum nat hist","15677","usa",40.143126,-79.23731,2533,5,"Carnegie Museum Nat Hist, Powdermill Nat Reserve, 1847 Route 381, Rector, PA 15677 USA.","1847 route 381",NA,NA,NA,"WOS:000451913200017",133
"1304",1304,"yale univ","06511","usa",41.365709,-72.927507,2481,4,"Yale Univ, Sch Forestry & Environm Studies, 195 Prospect St, New Haven, CT 06511 USA.","195 prospect st",NA,NA,NA,"WOS:000451913200017",133
"1305",1305,"yale univ","06511","usa",41.365709,-72.927507,1305,3,"Yale Univ, Sch Forestry & Environm Studies, 195 Prospect St, New Haven, CT 06511 USA.","195 prospect st",NA,NA,NA,"WOS:000451913200017",133
"1306",1306,"smithsonian environm res ctr","21037","usa",38.95706,-76.54996,984,3,"Smithsonian Environm Res Ctr, 647 Contees Wharf Rd, Edgewater, MD 21037 USA.","647 contees wharf rd",NA,NA,NA,"WOS:000451909200001",134
"1307",1307,"smithsonian environm res ctr","21037","usa",38.95706,-76.54996,1307,2,"Smithsonian Environm Res Ctr, 647 Contees Wharf Rd, Edgewater, MD 21037 USA.","647 contees wharf rd",NA,NA,NA,"WOS:000451909200001",134
"1308",1308,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,1308,1,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Ancon, Panama.","smithsonian trop res inst","univ texas austin, dept integrat biol, austin, tx 78712 usa.",NA,NA,"WOS:000451909200001",134
"1309",1309,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,445,4,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"M-3311-2013","0000-0003-4260-5676","WOS:000451909200001",134
"1310",1310,"chinese acad sci"," 61004","peoples r china",35,105,1310,1,"Chinese Acad Sci, Chengdu Inst Biol, CAS Key Lab Mt Ecol Restorat & Bioresource Utiliz, Chengdu 610041, Peoples R China.","chengdu inst biol",NA,NA,NA,"WOS:000451909200015",135
"1311",1311,"field museum nat hist","60605","usa",41.850033,-87.650052,515,3,"Field Museum Nat Hist, 1400 S Lake Shore Dr, Chicago, IL 60605 USA.","1400 s lake shore dr",NA,NA,NA,"WOS:000451909200015",135
"1312",1312,"smithsonian trop res inst","0843-03092","panama",8.95,-79.56667,516,4,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000451909200015",135
"1313",1313,"natl chung hsing univ"," 40227","taiwan",24.1433333,120.6813889,518,2,"Natl Chung Hsing Univ, Inst Stat, 250 Kuo Kuang Rd, Taichung 40227, Taiwan.","inst stat","natl chung hsing univ, dept appl math, 250 kuo kuang rd, taichung 40227, taiwan.",NA,"0000-0002-1742-9730","WOS:000451909200015",135
"1314",1314,"smithsonian trop res inst","20013","usa",38.895112,-77.036366,766,2,"Smithsonian Trop Res Inst, Ctr Trop Forest Sci, Forest Global Earth Observ, Washington, DC 20013 USA.","forest global earth observ",NA,NA,NA,"WOS:000451909200020",136
"1315",1315,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,207,3,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"E-5940-2011","0000-0002-6585-0722","WOS:000451909200020",136
"1316",1316,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,1316,1,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Ancon, Panama.","smithsonian trop res inst","smithsonian trop res inst, apartado 0843-03092, balboa, ancon, panama.",NA,"0000-0002-6064-345X","WOS:000451909200020",136
"1317",1317,"colby coll","04901","usa",44.554321,-69.617809,615,2,"Colby Coll, Environm Studies Program, Waterville, ME 04901 USA.","environm studies program",NA,NA,NA,"WOS:000452038300012",137
"1318",1318,"univ minnesota","55108","usa",46.86163,-92.612251,2212,3,"Univ Minnesota, Dept Plant & Microbial Biol, St Paul, MN 55108 USA.","dept plant & microbial biol",NA,NA,NA,"WOS:000452038300012",137
"1319",1319,"univ minnesota","55108","usa",46.86163,-92.612251,1319,1,"Univ Minnesota, Dept Plant & Microbial Biol, St Paul, MN 55108 USA.","dept plant & microbial biol","univ minnesota, dept plant & microbial biol, st paul, mn 55108 usa.",NA,"0000-0002-3579-4352","WOS:000452038300012",137
"1320",1320,"univ arizona","85721","usa",32.217975,-110.970869,1320,8,"Univ Arizona, Sch Plant Sci, 303 Forbes Bldg,1140 E South Campus Dr, Tucson, AZ 85721 USA.","1140 e south campus dr","univ arizona, sch plant sci, 303 forbes bldg,1140 e south campus dr, tucson, az 85721 usa.",NA,NA,"WOS:000452564900013",138
"1321",1321,"univ arizona","85721","usa",32.217975,-110.970869,1321,7,"Univ Arizona, Sch Plant Sci, 303 Forbes Bldg,1140 E South Campus Dr, Tucson, AZ 85721 USA.","1140 e south campus dr",NA,NA,"0000-0002-5166-9551","WOS:000452564900013",138
"1322",1322,"smithsonian trop res inst"," 08430","panama",8.9666667,-79.5333333,3348,5,"Smithsonian Trop Res Inst, Panama City 084303092, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000452564900013",138
"1323",1323,"usda ars","61801","usa",40.108966,-88.211024,1323,6,"USDA ARS, Global Change & Photosynthesis Res Unit, Urbana, IL 61801 USA.","global change & photosynthesis res unit",NA,NA,"0000-0002-7196-1197","WOS:000452564900013",138
"1324",1324,"univ arizona","85721","usa",32.217975,-110.970869,1324,4,"Univ Arizona, Sch Nat Resources & Environm, Environm & Nat Resources 2 Bldg,1064 E Lowell St, Tucson, AZ 85721 USA.","1064 e lowell st",NA,"I-2169-2014","0000-0002-9159-8778","WOS:000452564900013",138
"1325",1325,"smithsonian trop res inst"," 08430","panama",8.9666667,-79.5333333,4840,3,"Smithsonian Trop Res Inst, Panama City 084303092, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000452564900013",138
"1326",1326,"univ arizona","85721","usa",32.217975,-110.970869,1326,1,"Univ Arizona, Sch Plant Sci, 303 Forbes Bldg,1140 E South Campus Dr, Tucson, AZ 85721 USA.","1140 e south campus dr",NA,NA,NA,"WOS:000452564900013",138
"1327",1327,"smithsonian trop res inst"," 08430","panama",8.9666667,-79.5333333,2794,2,"Smithsonian Trop Res Inst, Panama City 084303092, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000452564900013",138
"1328",1328,"univ ulm","89069","germany",48.4,10,829,2,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Albert Einstein Allee 11, D-89069 Ulm, Germany.","inst evolutionary ecol & conservat genom",NA,NA,NA,"WOS:000450781600006",139
"1329",1329,"humboldt univ",NA,"germany",52.5233,13.41377,1329,6,"Humboldt Univ, Free Univ, Charite Univ Med Berlin, Inst Virol, Berlin, Germany.","free univ",NA,"K-1319-2019","0000-0002-3605-0136","WOS:000450781600006",139
"1330",1330,"humboldt univ",NA,"germany",52.5233,13.41377,1691,7,"Humboldt Univ, Free Univ, Charite Univ Med Berlin, Inst Virol, Berlin, Germany.","free univ",NA,NA,NA,"WOS:000450781600006",139
"1331",1331,"smithsonian trop res inst"," 08430","panama",8.9666667,-79.5333333,128,4,"Smithsonian Trop Res Inst, Panama City 084303092, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000450781600006",139
"1332",1332,"humboldt univ",NA,"germany",52.5233,13.41377,1332,5,"Humboldt Univ, Free Univ, Charite Univ Med Berlin, Inst Virol, Berlin, Germany.","free univ",NA,NA,NA,"WOS:000450781600006",139
"1333",1333,"univ ulm","89069","germany",48.4,10,1697,8,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Albert Einstein Allee 11, D-89069 Ulm, Germany.","inst evolutionary ecol & conservat genom","univ ulm, inst evolutionary ecol & conservat genom, albert einstein allee 11, d-89069 ulm, germany.",NA,NA,"WOS:000450781600006",139
"1334",1334,"univ ulm","89069","germany",48.4,10,785,3,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Albert Einstein Allee 11, D-89069 Ulm, Germany.","inst evolutionary ecol & conservat genom",NA,NA,NA,"WOS:000450781600006",139
"1335",1335,"univ ulm","89069","germany",48.4,10,1335,1,"Univ Ulm, Inst Evolutionary Ecol & Conservat Genom, Albert Einstein Allee 11, D-89069 Ulm, Germany.","inst evolutionary ecol & conservat genom",NA,"X-3899-2019","0000-0002-8314-8160","WOS:000450781600006",139
"1336",1336,"natl inst amazonian res","69011970","brazil",-3.10194,-60.025,1336,4,"Natl Inst Amazonian Res, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","natl inst amazonian res",NA,NA,NA,"WOS:000452768000004",140
"1337",1337,"granollers museum nat sci"," 08402","spain",41.60797,2.28773,1337,2,"Granollers Museum Nat Sci, C Palauclaries 102, Granollers 08402, Catalonia, Spain.","c palauclaries 102",NA,"H-6562-2019","0000-0001-8446-0108","WOS:000452768000004",140
