"","authorID","university","postal_code","country","lat","lon","groupID","author_order","address","department","RP_address","RI","OI","UT","refID"
"5217",5217,"manchester metropolitan univ","m1 5gd","england",52.16045,-0.70312,1416,4,"Manchester Metropolitan Univ, Dept Geog & Environm Sci, Manchester M1 5GD, Lancs, England.","dept geog & environm sci",NA,NA,NA,"WOS:000267071500021",541
"5218",5218,"natl pk"," 10900","thailand",13.7333,100.5,4371,12,"Natl Pk, Wildlife & Plant Conservat Dept, Res Off, Bangkok 10900, Thailand.","wildlife & plant conservat dept",NA,"P-1529-2017","0000-0002-1976-5041","WOS:000267071500021",541
"5219",5219,"univ sao paulo","encia","brazil",-23.5475,-46.63611,5219,6,"Univ Sao Paulo, Inst Biociencias, Sao Paulo, Brazil.",NA,NA,"D-4583-2012","0000-0002-0198-3200","WOS:000267071500021",541
"5220",5220,"cnrs ups","31062","france",43.6,1.433333,2402,7,"CNRS UPS, Lab Evolut & Divers Biol, UMR5174, F-31062 Toulouse, France.","lab evolut & divers biol",NA,NA,NA,"WOS:000267071500021",541
"5221",5221,"univ sao paulo","encia","brazil",-23.5475,-46.63611,20,18,"Univ Sao Paulo, Inst Biociencias, Sao Paulo, Brazil.",NA,NA,NA,NA,"WOS:000267071500021",541
"5222",5222,"org trop studies",NA,"costa rica",9.93333,-84.08333,5222,8,"Org Trop Studies, San Jose, Costa Rica.",NA,NA,NA,NA,"WOS:000267071500021",541
"5223",5223,"clemson univ","29634","usa",34.681567,-82.815832,631,5,"Clemson Univ, Dept Biol Sci, Clemson, SC 29634 USA.","dept biol sci",NA,NA,NA,"WOS:000267071500021",541
"5224",5224,"univ hamburg","20146","germany",53.5694,9.9853,3875,9,"Univ Hamburg, Dept Anim Ecol & Conservat, D-20146 Hamburg, Germany.","dept anim ecol & conservat",NA,NA,NA,"WOS:000267071500021",541
"5225",5225,"harvard univ","02138","usa",42.380442,-71.132947,5225,10,"Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA.","dept organism & evolutionary biol",NA,NA,"0000-0002-6761-7975","WOS:000267071500021",541
"5226",5226,"biocenosis ac"," 97134","mexico",20.9767,-89.62059,5226,11,"Biocenosis AC, Merida 97134, Yucatan, Mexico.",NA,NA,NA,NA,"WOS:000267071500021",541
"5227",5227,"univ nacl tucuman","4000","argentina",-26.82414,-65.2226,5227,13,"Univ Nacl Tucuman, Fac Ciencias Nat, Conicet Liey, RA-4000 San Miguel De Tucuman, Tucuman, Argentina.","fac ciencias nat",NA,NA,NA,"WOS:000267071500021",541
"5228",5228,"louisiana state univ","70803","usa",30.44924,-91.185607,2361,14,"Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","dept biol sci",NA,NA,NA,"WOS:000267071500021",541
"5229",5229,"atree"," 11001","india",28.6333,77.2167,5229,15,"ATREE, New Delhi 110014, India.",NA,NA,NA,NA,"WOS:000267071500021",541
"5230",5230,"ctr invest cient yucatan ac",NA,"mexico",20.9767,-89.62059,5230,16,"Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida, Yucatan, Mexico.","unidad recursos nat",NA,NA,NA,"WOS:000267071500021",541
"5231",5231,"univ virginia","22904","usa",38.087663,-78.556765,5231,24,"Univ Virginia, Dept Environm Sci, Charlottesville, VA 22904 USA.","dept environm sci",NA,"E-7320-2011","0000-0003-1864-0834","WOS:000267071500021",541
"5232",5232,"univ miami","33146","usa",25.753332,-80.270379,5232,17,"Univ Miami, Dept Biol, Coral Gables, FL 33146 USA.","dept biol",NA,NA,NA,"WOS:000267071500021",541
"5233",5233,NA,NA,NA,NA,NA,5233,2,"Could not be extracted",NA,NA,"J-5774-2013","0000-0002-4131-1847","WOS:000267071500021",541
"5234",5234,"wageningen univ","6700","netherlands",51.97,5.6667,2211,19,"Wageningen Univ, Ctr Ecosyst Studies, Forest Ecol & Forest Management Grp, NL-6700 AA Wageningen, Netherlands.","ctr ecosyst studies",NA,NA,"0000-0003-1391-4875","WOS:000267071500021",541
"5235",5235,"univ minnesota","55108","usa",46.86163,-92.612251,2212,1,"Univ Minnesota, Dept Ecol Evolut & Behav & Plant Biol, St Paul, MN 55108 USA.","dept ecol evolut & behav & plant biol","univ minnesota, dept ecol evolut & behav & plant biol, st paul, mn 55108 usa.",NA,NA,"WOS:000267071500021",541
"5236",5236,"qit madagascar minerals",NA,"madagascar",-25.03249,46.98329,5236,20,"QIT Madagascar Minerals, Tolagnaro 614, Madagascar.",NA,NA,NA,NA,"WOS:000267071500021",541
"5237",5237,"duke univ","27708","usa",35.850295,-79.023205,5237,21,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","dept biol",NA,NA,"0000-0003-2833-8292","WOS:000267071500021",541
"5238",5238,"pontificia univ javeriana","encia","colombia",4.60971,-74.08175,5238,22,"Pontificia Univ Javeriana, Lab Ecol Suelos & Hongos Trop, Unidad Ecol & Sistemat, Dept Biol,Fac Ciencias, Bogota, Colombia.","lab ecol suelos & hongos trop",NA,NA,"0000-0001-7596-4259","WOS:000267071500021",541
"5239",5239,"univ minnesota","55108","usa",46.86163,-92.612251,81,23,"Univ Minnesota, Plant Biol & Bell Museum Nat Hist, St Paul, MN 55108 USA.","plant biol & bell museum nat hist",NA,NA,NA,"WOS:000267071500021",541
"5240",5240,"univ costa rica",NA,"costa rica",9.93333,-84.08333,5240,1,"Univ Costa Rica, Escuela Biol, San Jose, Costa Rica.",NA,NA,NA,NA,"WOS:000267129500014",542
"5241",5241,"univ costa rica",NA,"costa rica",9.93333,-84.08333,5241,2,"Univ Costa Rica, Escuela Biol, San Jose, Costa Rica.",NA,"univ costa rica, escuela biol, ciudad univ, san jose, costa rica.",NA,NA,"WOS:000267129500014",542
"5242",5242,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,3348,3,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst","smithsonian trop res inst, apartado 0843-03092, balboa, panama.",NA,NA,"WOS:000267242600008",543
"5243",5243,"univ illinois","61801","usa",40.108966,-88.211024,1324,2,"Univ Illinois, Program Ecol & Evolutionary Biol, Urbana, IL 61801 USA.","program ecol & evolutionary biol",NA,"I-2169-2014",NA,"WOS:000267242600008",543
"5244",5244,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,5244,1,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000267242600008",543
"5245",5245,"univ copenhagen","2100","denmark",55.6777,12.5709,4416,4,"Univ Copenhagen, Dept Biol, Ctr Social Evolut, DK-2100 Copenhagen, Denmark.","dept biol",NA,"M-2785-2014","0000-0002-3598-1609","WOS:000265896700016",544
"5246",5246,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,4417,1,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst","smithsonian trop res inst, pob 0843-03092, balboa, ancon, panama.",NA,NA,"WOS:000265896700016",544
"5247",5247,"univ copenhagen","2100","denmark",55.6777,12.5709,5247,3,"Univ Copenhagen, Dept Biol, Ctr Social Evolut, DK-2100 Copenhagen, Denmark.","dept biol",NA,"B-2916-2009","0000-0002-0462-6794","WOS:000265896700016",544
"5248",5248,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5248,5,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000265896700016",544
"5249",5249,"univ puerto rico","00936","usa",18.465901,-66.103568,690,2,"Univ Puerto Rico, Inst Trop Ecosyst Studies, San Juan, PR 00936 USA.","inst trop ecosyst studies",NA,NA,NA,"WOS:000265896700016",544
"5250",5250,"univ calif berkeley","94720","usa",37.860576,-122.29673,5250,1,"Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.","dept integrat biol","univ calif berkeley, dept integrat biol, berkeley, ca 94720 usa.",NA,NA,"WOS:000265450700025",545
"5251",5251,"univ calif berkeley","94720","usa",37.860576,-122.29673,5251,2,"Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.","dept integrat biol",NA,NA,NA,"WOS:000265450700025",545
"5252",5252,"univ texas austin","78712","usa",30.326374,-97.771258,5252,1,"Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA.","sect integrat biol","univ texas austin, sect integrat biol, austin, tx 78712 usa.",NA,NA,"WOS:000265625700014",546
"5253",5253,"univ texas austin","78712","usa",30.326374,-97.771258,3608,2,"Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA.","sect integrat biol",NA,NA,NA,"WOS:000265625700014",546
"5254",5254,"smithsonian trop res inst"," 03092","panama",8.95,-79.5666667,5248,3,"Smithsonian Trop Res Inst, Balboa 03092, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000265625700014",546
"5255",5255,"mcgill univ"," h3a 2t5","canada",60,-95,5255,2,"McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","dept biol",NA,NA,NA,"WOS:000267846300041",547
"5256",5256,"univ quebec"," h3c 3p8","canada",60,-95,5638,1,"Univ Quebec, Ctr Etude Foret, Montreal, PQ H3C 3P8, Canada.","ctr etude foret","univ quebec, ctr etude foret, montreal, pq h3c 3p8, canada.","F-4919-2011",NA,"WOS:000267846300041",547
"5257",5257,"mcgill univ"," h3a 2t5","canada",60,-95,3592,4,"McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","dept biol",NA,NA,NA,"WOS:000267846300041",547
"5258",5258,"mcgill univ"," h3a 2t5","canada",60,-95,5258,3,"McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","dept biol",NA,NA,NA,"WOS:000267846300041",547
"5259",5259,"univ cambridge","cb2 3ej","england",52.2033051,0.124862,1560,3,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.","dept zool",NA,"B-9960-2008","0000-0002-7809-062X","WOS:000266268000023",548
"5260",5260,"univ los andes",NA,"colombia",4.60971,-74.08175,5260,4,"Univ Los Andes, Inst Genet, Bogota, Colombia.",NA,NA,"I-3509-2016","0000-0002-1021-0226","WOS:000266268000023",548
"5261",5261,"univ los andes",NA,"colombia",4.60971,-74.08175,5261,1,"Univ Los Andes, Inst Genet, Bogota, Colombia.",NA,"univ los andes, inst genet, carrera 1e 18a-10,pobox 4976, bogota, colombia.",NA,NA,"WOS:000266268000023",548
"5262",5262,"smithsonian trop res inst",NA,"panama",8.9936,-79.51973,3358,2,"Smithsonian Trop Res Inst, Panama City, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000266268000023",548
"5263",5263,"james cook univ",NA,"australia",-19.26639,146.8057,5121,1,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol","james cook univ, sch marine & trop biol, townsville, qld 4811, australia.","L-5822-2014","0000-0001-7366-9299","WOS:000266645700012",549
"5264",5264,"james cook univ",NA,"australia",-19.26639,146.8057,5121,1,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol","james cook univ, sch marine & trop biol, townsville, qld 4811, australia.","L-5822-2014","0000-0001-7366-9299","WOS:000266645700012",549
"5265",5265,"james cook univ",NA,"australia",-19.26639,146.8057,5121,1,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol","james cook univ, sch marine & trop biol, townsville, qld 4811, australia.","N-1719-2019","0000-0001-7366-9299","WOS:000266645700012",549
"5266",5266,"james cook univ",NA,"australia",-19.26639,146.8057,5121,1,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol","james cook univ, sch marine & trop biol, townsville, qld 4811, australia.","N-1719-2019","0000-0001-7366-9299","WOS:000266645700012",549
"5267",5267,"univ hong kong",NA,"peoples r china",35,105,5267,3,"Univ Hong Kong, Sch Biol Sci, Div Ecol & Biodivers, Hong Kong, Hong Kong, Peoples R China.","sch biol sci",NA,"A-2733-2010",NA,"WOS:000266645700012",549
"5268",5268,"james cook univ",NA,"australia",-19.26639,146.8057,5128,4,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,NA,"0000-0001-6047-031X","WOS:000266645700012",549
"5269",5269,"univ puerto rico","00931","usa",18.465901,-66.103568,5269,2,"Univ Puerto Rico, Inst Trop Ecosyst Studies, San Juan, PR 00931 USA.","inst trop ecosyst studies",NA,"E-4462-2012","0000-0001-9985-5719","WOS:000266645700012",549
"5270",5270,"james cook univ",NA,"australia",-19.26639,146.8057,5121,8,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"L-5822-2014","0000-0001-7366-9299","WOS:000266645700013",550
"5271",5271,"james cook univ",NA,"australia",-19.26639,146.8057,5121,8,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"L-5822-2014","0000-0001-7366-9299","WOS:000266645700013",550
"5272",5272,"james cook univ",NA,"australia",-19.26639,146.8057,5121,8,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"N-1719-2019","0000-0001-7366-9299","WOS:000266645700013",550
"5273",5273,"james cook univ",NA,"australia",-19.26639,146.8057,5121,8,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"N-1719-2019","0000-0001-7366-9299","WOS:000266645700013",550
"5274",5274,"monash univ"," 46150","malaysia",3.109,101.5704,5274,2,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci",NA,NA,NA,"WOS:000266645700013",550
"5275",5275,"monash univ"," 46150","malaysia",3.109,101.5704,5275,3,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci",NA,NA,NA,"WOS:000266645700013",550
"5276",5276,"james cook univ",NA,"australia",-19.26639,146.8057,5128,7,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,NA,"0000-0001-6047-031X","WOS:000266645700013",550
"5277",5277,"monash univ"," 46150","malaysia",3.109,101.5704,5277,4,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci",NA,NA,NA,"WOS:000266645700013",550
"5278",5278,"monash univ"," 46150","malaysia",3.109,101.5704,5278,5,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci",NA,NA,NA,"WOS:000266645700013",550
"5279",5279,"monash univ"," 46150","malaysia",3.109,101.5704,5279,6,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci",NA,NA,NA,"WOS:000266645700013",550
"5280",5280,"monash univ"," 46150","malaysia",3.109,101.5704,5280,1,"Monash Univ, Sch Sci, Selangor 46150, Malaysia.","sch sci","monash univ, sch sci, bandar sunway, selangor 46150, malaysia.",NA,NA,"WOS:000266645700013",550
"5281",5281,"james cook univ",NA,"australia",-19.26639,146.8057,5121,2,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"L-5822-2014","0000-0001-7366-9299","WOS:000266645700021",551
"5282",5282,"james cook univ",NA,"australia",-19.26639,146.8057,5121,2,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"L-5822-2014","0000-0001-7366-9299","WOS:000266645700021",551
"5283",5283,"james cook univ",NA,"australia",-19.26639,146.8057,5121,2,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"N-1719-2019","0000-0001-7366-9299","WOS:000266645700021",551
"5284",5284,"james cook univ",NA,"australia",-19.26639,146.8057,5121,2,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol",NA,"N-1719-2019","0000-0001-7366-9299","WOS:000266645700021",551
"5285",5285,"james cook univ",NA,"australia",-19.26639,146.8057,5128,1,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","sch marine & trop biol","james cook univ, sch marine & trop biol, townsville, qld 4811, australia.",NA,"0000-0001-6047-031X","WOS:000266645700021",551
"5286",5286,"univ florida","32611","usa",29.648993,-82.324515,5129,1,"Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","dept wildlife ecol & conservat","univ florida, dept wildlife ecol & conservat, pob 110430, gainesville, fl 32611 usa.","H-2769-2012","0000-0003-3381-8477","WOS:000266244100019",552
"5287",5287,"univ florida","32611","usa",29.648993,-82.324515,5287,2,"Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","dept wildlife ecol & conservat",NA,NA,NA,"WOS:000266244100019",552
"5288",5288,"univ florida","32611","usa",29.648993,-82.324515,5288,3,"Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA.","sch nat resources & environm",NA,NA,NA,"WOS:000266244100019",552
"5289",5289,"carl von ossietzky univ oldenburg","26111","germany",53.1666667,8.2,5289,2,"Carl von Ossietzky Univ Oldenburg, Inst Environm & Biol Sci, AG Funct Ecol, D-26111 Oldenburg, Germany.","inst environm & biol sci",NA,NA,NA,"WOS:000265504100008",553
"5290",5290,"carl von ossietzky univ oldenburg","26111","germany",53.1666667,8.2,2502,1,"Carl von Ossietzky Univ Oldenburg, Inst Environm & Biol Sci, AG Funct Ecol, D-26111 Oldenburg, Germany.","inst environm & biol sci","carl von ossietzky univ oldenburg, inst environm & biol sci, ag funct ecol, box 2503, d-26111 oldenburg, germany.","Q-5365-2018","0000-0002-6823-2268","WOS:000265504100008",553
"5291",5291,"univ georgia","29802","usa",33.554433,-81.69588,5291,4,"Univ Georgia, Savannah River Ecol Lab, Aiken, SC 29802 USA.","savannah river ecol lab",NA,"A-2390-2008","0000-0001-7725-3637","WOS:000265897200030",554
"5292",5292,"univ calif los angeles","90095","usa",33.973951,-118.248405,3121,5,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA 90095 USA.","dept ecol & evolutionary biol",NA,NA,NA,"WOS:000265897200030",554
"5293",5293,"univ georgia","29802","usa",33.554433,-81.69588,5293,2,"Univ Georgia, Savannah River Ecol Lab, Aiken, SC 29802 USA.","savannah river ecol lab",NA,NA,NA,"WOS:000265897200030",554
"5294",5294,"univ georgia","29802","usa",33.554433,-81.69588,5294,1,"Univ Georgia, Savannah River Ecol Lab, Aiken, SC 29802 USA.","savannah river ecol lab","univ georgia, savannah river ecol lab, po drawer e, aiken, sc 29802 usa.",NA,NA,"WOS:000265897200030",554
"5295",5295,"univ georgia","30602","usa",33.992902,-83.353697,5295,3,"Univ Georgia, Inst Ecol, Athens, GA 30602 USA.","inst ecol",NA,NA,NA,"WOS:000265897200030",554
"5296",5296,"louisiana state univ","70803","usa",30.44924,-91.185607,2361,2,"Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","dept biol sci",NA,NA,NA,"WOS:000265100500014",555
"5297",5297,"louisiana state univ","70803","usa",30.44924,-91.185607,5297,1,"Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","dept biol sci","umr ecofog, engref, campus agron,bp 709, f-97379 kourou, french guiana.","R-8108-2019","0000-0001-8705-3719","WOS:000265100500014",555
"5298",5298,"louisiana state univ","70803","usa",30.44924,-91.185607,5297,1,"Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","dept biol sci","umr ecofog, engref, campus agron,bp 709, f-97379 kourou, french guiana.","G-9961-2011","0000-0001-8705-3719","WOS:000265100500014",555
"5299",5299,"univ texas austin","78712","usa",30.326374,-97.771258,90,1,"Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA.","sect integrat biol","texas tech univ, dept biol sci, pob 43131, lubbock, tx 79409 usa.",NA,NA,"WOS:000264351800016",556
"5300",5300,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,5202,2,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000264351800016",556
"5301",5301,"univ texas austin","78712","usa",30.326374,-97.771258,200,3,"Univ Texas Austin, Sect Integrat Biol, Austin, TX 78712 USA.","sect integrat biol",NA,NA,NA,"WOS:000264351800016",556
"5302",5302,"lawrence livermore natl lab","94551","usa",37.526661,-121.583391,5302,2,"Lawrence Livermore Natl Lab, Ctr Accelerator Mass Spectrometry, Livermore, CA 94551 USA.","ctr accelerator mass spectrometry",NA,NA,NA,"WOS:000263937300013",557
"5303",5303,"univ illinois","61801","usa",40.108966,-88.211024,3348,1,"Univ Illinois, Dept Plant Biol, Urbana, IL 61801 USA.","dept plant biol","univ illinois, dept plant biol, urbana, il 61801 usa.",NA,NA,"WOS:000263937300013",557
"5304",5304,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,546,2,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000263785700005",558
"5305",5305,"smithsonian trop res inst",NA,"panama",8.95,-79.56667,5305,1,"Smithsonian Trop Res Inst, Balboa, Panama.","smithsonian trop res inst","penn state univ, dept biol, university pk, pa 16802 usa.",NA,NA,"WOS:000263785700005",558
"5306",5306,"mcgill univ"," h3a 1b1","canada",60,-95,5306,4,"McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada.","dept biol",NA,NA,"0000-0002-2804-9979","WOS:000263785700019",559
"5307",5307,"mcgill univ"," h3a 1b1","canada",60,-95,5307,3,"McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada.","dept biol",NA,NA,NA,"WOS:000263785700019",559
"5308",5308,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5308,1,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"K-7426-2012","0000-0002-3326-864X","WOS:000263785700019",559
"5309",5309,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,4944,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst","smithsonian trop res inst, apartado 0843-03092, balboa, ancon, panama.",NA,NA,"WOS:000263785700019",559
"5310",5310,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5310,4,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000264977600018",560
"5311",5311,"mcgill univ",NA,"canada",60.10867,-113.64258,5311,2,"McGill Univ, Dept Plant Sci, Ste Anne De Bellevue, PQ, Canada.","dept plant sci",NA,NA,NA,"WOS:000264977600018",560
"5312",5312,"mcgill univ",NA,"canada",60.10867,-113.64258,5312,1,"McGill Univ, Dept Plant Sci, Ste Anne De Bellevue, PQ, Canada.","dept plant sci","univ toronto, scarborough, on m1c 1a4, canada.",NA,NA,"WOS:000264977600018",560
"5313",5313,"mcgill univ",NA,"canada",60.10867,-113.64258,5483,3,"McGill Univ, Dept Plant Sci, Ste Anne De Bellevue, PQ, Canada.","dept plant sci",NA,NA,NA,"WOS:000264977600018",560
"5314",5314,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5314,5,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000264977600018",560
"5315",5315,"harvard univ","02138","usa",42.380442,-71.132947,766,2,"Harvard Univ, Ctr Trop Forest Sci, Arnold Arboretum, Cambridge, MA 02138 USA.","arnold arboretum",NA,NA,NA,"WOS:000264185500008",561
"5316",5316,"harvard univ","02138","usa",42.380442,-71.132947,7394,1,"Harvard Univ, Ctr Trop Forest Sci, Arnold Arboretum, Cambridge, MA 02138 USA.","arnold arboretum","610 nw 18th st, corvallis, or 97330 usa.",NA,NA,"WOS:000264185500008",561
"5317",5317,"forest res inst malaysia"," 52109","malaysia",3.1433,101.6955,5317,4,"Forest Res Inst Malaysia, Forest Management & Conservat Div, Kuala Lumpur 52109, Malaysia.","forest res inst malaysia",NA,NA,NA,"WOS:000264185500008",561
"5318",5318,"sarawak forestry corp",NA,"malaysia",1.55,110.33333,2142,3,"Sarawak Forestry Corp, Kuching, Sarawak, Malaysia.",NA,NA,NA,NA,"WOS:000264185500008",561
"5319",5319,"natl inst amazonian res inpa","69011970","brazil",-3.10194,-60.025,3195,4,"Natl Inst Amazonian Res INPA, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","natl inst amazonian res inpa",NA,NA,NA,"WOS:000264568200014",562
"5320",5320,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,2353,7,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000264568200014",562
"5321",5321,"inst nacl meterol inmet","rasil","brazil",-15.75,-47.75,5321,6,"Inst Nacl Meterol INMET, Brasilia, DF, Brazil.","inst nacl meterol inmet",NA,NA,NA,"WOS:000264568200014",562
"5322",5322,"inpa","69011970","brazil",-3.10194,-60.025,5322,5,"INPA, Dept Ecol, BR-69011970 Manaus, Amazonas, Brazil.","dept ecol",NA,"D-6559-2011","0000-0003-3672-9082","WOS:000264568200014",562
"5323",5323,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,473,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"B-2709-2012","0000-0003-4430-9408","WOS:000264568200014",562
"5324",5324,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,473,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"B-2709-2012","0000-0002-2831-2933","WOS:000264568200014",562
"5325",5325,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,473,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"G-6021-2011","0000-0003-4430-9408","WOS:000264568200014",562
"5326",5326,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,473,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,"G-6021-2011","0000-0002-2831-2933","WOS:000264568200014",562
"5327",5327,"natl inst amazonian res inpa","69011970","brazil",-3.10194,-60.025,5327,3,"Natl Inst Amazonian Res INPA, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","natl inst amazonian res inpa",NA,"F-8612-2012",NA,"WOS:000264568200014",562
"5328",5328,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5328,1,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst","smithsonian trop res inst, apartado 0843-03092, balboa, ancon, panama.",NA,NA,"WOS:000264568200014",562
"5329",5329,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5337,4,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000263747000012",563
"5330",5330,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,293,6,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000263747000012",563
"5331",5331,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5194,3,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000263747000012",563
"5332",5332,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,5195,2,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst",NA,NA,NA,"WOS:000263747000012",563
"5333",5333,"smithsonian trop res inst",NA,"panama",8.96667,-79.55,4260,1,"Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","smithsonian trop res inst","smithsonian trop res inst, apartado postal 0843-03092, balboa, ancon, panama.","M-5370-2019","0000-0001-7317-3533","WOS:000263747000012",563
